id,activity_name,company_type,institution,target,app_period,activity_period,recruit,prefer,activity_benefit,interests,fields,,,,,,,,,,,
120141,2023 꼼지락발전소 홍보서포터즈 'YES' 4기 모집,공공기관/공기업,대구시청소년문화의집 꼼지락발전소,"청소년, 대학생",23.2.1 ~ 23.2.28,23.3.25 ~ 23.12.31,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 콘텐츠",서포터즈,,,,,,,,,,,
120142,안산시중독관리통합지원센터 청년중독사업 홍보참여단 서포터즈 모집,공공기관/공기업,안산시중독관리통합지원센터,대상 제한 없음,23.2.3 ~ 23.2.20,23.2.3 ~ 23.2.20,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서",콘텐츠,서포터즈,,,,,,,,,,,
120145,축구산업 아카데미 19기 모집,기타,한국프로축구연맹,"대학생, 직장인/일반인",23.2.2 ~ 23.2.16,23.3.4 ~ 23.6.17,30명,기타,"전문가/임직원 멘토링, 수료증 및 인증서","교육, 체육/헬스","강연, 멘토링",,,,,,,,,,,
120148,2023년 동대문구가족센터 2기 대학생 활동가 모집,기타,동대문구가족센터,"대학생, 직장인/일반인",23.1.30 ~ 23.2.13,23.3.1 ~ 23.12.31,00명,"멘토링/수업 진행 경험, 리더십, 휴학 중/시간 투자 가능","활동비, 교통비","교육, 사회공헌/교류","멘토링, 기타",,,,,,,,,,,
120149,[안내] CJ올리브네트웍스SW창의캠프 대학생봉사단 CJ UNIT 8기 모집 안내 (2/1 수 ~ 2/13 월),대기업,씨제이올리브네트웍스(주),대학생,23.2.1 ~ 23.2.13,23.3.10 ~ 23.7.31,30명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험","수료증 및 인증서, 입사시 혜택","과학/공학/기술/IT, 사회공헌/교류","봉사단-국내, 멘토링",,,,,,,,,,,
120150,2023년 광진청소년센터 청소년 공간활성화 기획단 모집!,공공기관/공기업,서울시립광진청소년센터,"청소년, 대학생",23.2.2 ~ 23.2.15,23.2.25 ~ 23.12.31,20명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 콘텐츠","서포터즈, 봉사단-국내",,,,,,,,,,,
120153,[미니인턴X주크박스] 나만 알 수 없는 K-술의 매력을 세계로 퍼뜨리자! ‘주크박스’의 기획자를 찾습니다!(~2/12),중소기업,오픈놀,"대학생, 직장인/일반인",23.2.2 ~ 23.2.12,23.2.14 ~ 23.2.28,00명,휴학 중/시간 투자 가능,"실무 교육, 전문가/임직원 멘토링",교육,"멘토링, 강연",,,,,,,,,,,
120156,[KISIA 한국정보보호교육원 2023년도 교육과정 온라인 설명회],비영리단체/협회/재단,한국 정보보호산업협회,대상 제한 없음,23.2.2 ~ 23.2.15,23.2.2 ~ 23.2.10,00명,기타,행사 참여,"과학/공학/기술/IT, 기타","강연, 기타",,,,,,,,,,,
120190,서민금융진흥원 제5기 서민금융 서포터즈 모집,기타,서민금융진흥원,대학생,23.1.31 ~ 23.2.9,23.2.21 ~ 23.12.20,16명,기타,"활동비, 수료증 및 인증서",경제/금융,서포터즈,,,,,,,,,,,
120191,2023년 광명도시공사 고객 모니터링단 모집,공공기관/공기업,광명도시공사,대상 제한 없음,23.1.17 ~ 23.2.10,23.2.1 ~ 23.3.3,0명,기타,활동비,정치/사회/법률,서포터즈,,,,,,,,,,,
120192,[2023 크리스천 창업 비기너 ] 프로그램 참여자모집 (열매나눔재단),비영리단체/협회/재단,열매나눔재단,"대학생, 직장인/일반인",23.2.6 ~ 23.2.27,23.3.25 ~ 23.4.29,00명,기타,수료증 및 인증서,창업/자기계발,기타,,,,,,,,,,,
120193,2023년도 의정부시 길고양이 중성화(TNR) 사업 시민자원봉사자 모집,공공기관/공기업,의정부시,대상 제한 없음,23.1.25 ~ 23.2.10,23.2.20 ~ 23.12.31,00명,기타,봉사활동시간,사회공헌/교류,봉사단-국내,,,,,,,,,,,
120194,ICT학점연계프로젝트인턴십 참여 대학생 모집,공공기관/공기업,과학기술정보통신부,대학생,23.1.27 ~ 23.2.8,-,150명,기타,"활동비, 실무 교육",창업/자기계발,기타,,,,,,,,,,,
120195,한국지역난방공사 꿈드림 기자단 11기 모집,공공기관/공기업,한국지역난방공사,대학생,23.1.25 ~ 23.2.10,23.3.2 ~ 23.10.31,8명,기타,행사 참여,"정치/사회/법률, 콘텐츠",기자단,,,,,,,,,,,
120196,시민레저스포츠타운 조성을 위한 시민기획단 모집,공공기관/공기업,의정부시,"대학생, 직장인/일반인",23.2.1 ~ 23.2.9,23.2.1 ~ 23.12.31,20명,기타,행사 참여,체육/헬스,기타,,,,,,,,,,,
120197,넷마블 대학생 서포터즈 마블챌린저 19기 모집,대기업,넷마블,대학생,23.2.1 ~ 23.2.14,23.3.1 ~ 23.8.31,0명,기타,"활동비, 수료증 및 인증서",과학/공학/기술/IT,서포터즈,,,,,,,,,,,
120198,2023년 굿네이버스 경남동부 초단시간근로자 모집,기타,굿네이버스경남동부지부,대상 제한 없음,23.2.1 ~ 23.2.9,23.2.15 ~ 23.8.31,0명,기타,활동비,사회공헌/교류,"봉사단-국내, 멘토링",,,,,,,,,,,
120199,제4기 서산여행 SNS 서포터즈 모집,공공기관/공기업,서산시,직장인/일반인,23.2.1 ~ 23.2.14,23.3.1 ~ 23.11.30,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 기타","활동비, 수료증 및 인증서","여행/호텔/항공, 콘텐츠",서포터즈,,,,,,,,,,,
120200,2023 대구 청소년 봉사동아리 연합회 단비 모집,기타,대구시행복진흥사회서비스원,대학생,23.2.1 ~ 23.2.15,23.2.1 ~ 24.2.29,0명,기타,봉사활동시간,사회공헌/교류,봉사단-국내,,,,,,,,,,,
120201,캠페인저널리즘 눈의 사람들 캠페이너 모집,중견기업,CBS M&C,대상 제한 없음,23.2.1 ~ 23.2.20,-,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 기타","수료증 및 인증서, 봉사활동시간",창업/자기계발,기타,,,,,,,,,,,
120202,탐앤탐스 2023 공식 서포터즈 탐리포터 25기 모집,중견기업,TOM N TOMS COFFEE,대학생,23.2.3 ~ 23.2.12,23.3.1 ~ 23.8.31,0명,기타,"사은품 지급, 수료증 및 인증서",요리/식품,서포터즈,,,,,,,,,,,
120203,JKD 1기 명예기자단 모집,중소기업,벡터컴,대상 제한 없음,23.1.30 ~ 23.2.28,-,0명,기타,"활동비, 수료증 및 인증서",언론/미디어,기자단,,,,,,,,,,,
120204,하이트진로 통합 서포터즈 하이파이브 5기 모집,대기업,하이트진로,대학생,23.1.27 ~ 23.2.28,-,0명,기타,"사은품 지급, 수료증 및 인증서",요리/식품,서포터즈,,,,,,,,,,,
120205,"금융소비자연맹, 소비자기자 13기 40명 선발 모집",기타,금융소비자연맹,"대학생, 직장인/일반인",23.1.15 ~ 23.2.10,23.2.1 ~ 23.7.31,40명,기타,"활동비, 수료증 및 인증서",경제/금융,서포터즈,,,,,,,,,,,
120206,안산시중독관리통합지원센터 홍보참여단 서포터즈 모집,기타,안산시중독관리통합지원센터,대상 제한 없음,23.2.3 ~ 23.2.20,23.3.1 ~ 23.10.31,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 기타","활동비, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠",서포터즈,,,,,,,,,,,
120207,동해 영상홍보단 모집,공공기관/공기업,동해시 / 동해문화관광재단,직장인/일반인,23.2.6 ~ 23.3.7,23.4.1 ~ 23.12.31,10명,기타,수료증 및 인증서,디자인/사진/예술/영상,서포터즈,,,,,,,,,,,
120208,상생지락 멘토링 7기 모집,공공기관/공기업,"이화여대, 서대문구",대학생,23.1.30 ~ 23.2.12,-,50명,기타,"활동비, 봉사활동시간","교육, 사회공헌/교류",멘토링,,,,,,,,,,,
120209,2023년 구립동대문장애인종합복지관 나누미 봉사단 2기 모집,기타,구립동대문장애인종합복지관,"대학생, 직장인/일반인",23.1.31 ~ 23.2.22,23.3.1 ~ 23.12.31,3명,기타,"수료증 및 인증서, 봉사활동시간",사회공헌/교류,봉사단-국내,,,,,,,,,,,
120221,"[인천광역시계양구시설관리공단]계양청소년문화의집 청년서포터즈 ""두 잇 클럽"" 1기 참가자 모집(~2.28)",공공기관/공기업,인천광역시계양구시설관리공단,"대학생, 직장인/일반인",23.1.31 ~ 23.2.28,23.3.25 ~ 23.12.16,15명,"휴학 중/시간 투자 가능, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 사회공헌/교류","서포터즈, 멘토링",,,,,,,,,,,
120223,2023 인천광역시사회적경제청년공감기획단 4기 모집 연장공고,기타,인천광역시사회적경제지원센터,대학생,23.2.13 ~ 23.3.17,23.4.3 ~ 23.8.10,12명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","활동비, 전문가/임직원 멘토링","언론/미디어, 사회공헌/교류",기자단,,,,,,,,,,,
120225,2023 한부모가족 인식개선 서포터즈 '위패밀리' 2기,비영리단체/협회/재단,경기남부 한부모가족 지원 거점기관,"대학생, 직장인/일반인",23.2.3 ~ 23.2.20,23.3.1 ~ 23.6.30,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","수료증 및 인증서, 봉사활동시간","콘텐츠, 사회공헌/교류",서포터즈,,,,,,,,,,,
120228,청소년축제를 기획하고 운영하는 [놀이문화기획단 YOLO] 단원 모집(서울시 서초구),공공기관/공기업,서초구립방배유스센터,대상 제한 없음,23.2.3 ~ 23.2.28,23.3.11 ~ 23.10.28,25명,"리더십, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 사회공헌/교류",서포터즈,,,,,,,,,,,
120230,2023 패스트캠퍼스 0원 챌린저,중소기업,패스트캠퍼스,대상 제한 없음,23.2.1 ~ 23.2.5,23.2.13 ~ 23.3.31,00명,기타,실무 교육,"교육, 창업/자기계발","강연, 멘토링",,,,,,,,,,,
120233,[K디지털트레이닝] 3D 기반 실감형(VR/AR) 콘텐츠 제작 취업교육생 모집,비영리단체/협회/재단,한국디지털컨버전스협회,직장인/일반인,23.2.3 ~ 23.5.19,23.3.15 ~ 23.9.7,25명,기타,"실무 교육, 수료증 및 인증서","교육, 디자인/사진/예술/영상","기타, 강연",,,,,,,,,,,
120255,"[국비무료, 취업] MICE 행사기획 전문가 / 호텔 전문가 Boot camp",비영리단체/협회/재단,한국호텔관광교육재단,대상 제한 없음,23.2.3 ~ 23.4.7,23.4.4 ~ 23.5.30,25명,"멘토링/수업 진행 경험, 외국어, 휴학 중/시간 투자 가능, 행사 기획 경험","활동비, 실무 교육","여행/호텔/항공, 행사/페스티벌","멘토링, 기타",,,,,,,,,,,
120258,[2D/3D그래픽 + 영상편집 + 웹퍼블리싱] 모두 배우고 취업하는 과정 교육생 모집,기타,(주)나눔디지털디자인학원,대상 제한 없음,23.2.3 ~ 23.2.21,23.3.14 ~ 23.8.21,20명,컴퓨터 활용능력,"실무 교육, 수료증 및 인증서","교육, 디자인/사진/예술/영상",기타,,,,,,,,,,,
120261,"[연장/세이브더칠드런] 중부2지역본부 인천, 경기 영세이버 모집(~2/20)",비영리단체/협회/재단,세이브더칠드런 중부2지역본부,대학생,23.1.20 ~ 23.2.20,23.2.28 ~ 23.12.29,35명,"사진/영상/디자인 툴, 기타","수료증 및 인증서, 봉사활동시간","교육, 사회공헌/교류","봉사단-국내, 서포터즈",,,,,,,,,,,
120264,2023 청년친화형 기업 ESG 지원사업 DT 직무체험 프로젝트 2기 참여자 모집,비영리단체/협회/재단,고용노동부 한국산업인력공단 / (주)아르케 (주)포시에스 (주)헬셀,대상 제한 없음,23.2.1 ~ 23.2.17,23.3.21 ~ 23.6.20,100명,기타,"실무 교육, 전문가/임직원 멘토링","교육, 디자인/사진/예술/영상","강연, 멘토링",,,,,,,,,,,
120266,[지속가능얼라이언스 세이울] 문화공공외교대사 19기 모집,중소기업,파이브세컨즈,대학생,23.2.1 ~ 23.2.21,23.3.4 ~ 23.6.24,00명,기타,"수료증 및 인증서, 인턴쉽 기회","사회공헌/교류, 기타","서포터즈, 기타",,,,,,,,,,,
120268,[대학생 ESG 위원회 5기] 단원을 모집합니다.,중소기업,파이브세컨즈,대학생,23.2.3 ~ 23.2.21,23.3.4 ~ 23.6.24,00명,파워블로거/SNS,"수료증 및 인증서, 인턴쉽 기회","환경/에너지, 사회공헌/교류","마케터, 서포터즈",,,,,,,,,,,
120269,[채용확정형] AI·빅데이터·클라우드 무료 취업교육생 모집,비영리단체/협회/재단,"(사)IT여성기업인협회,(사)스마트인재개발원",대상 제한 없음,23.2.1 ~ 23.3.1,23.3.6 ~ 23.10.30,00명,기타,"실무 교육, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT","강연, 멘토링",,,,,,,,,,,
120270,광주 인공지능 사관학교,비영리단체/협회/재단,과기부 | 광주광역시 | 정보통신산업진흥원 | 인공지능산업융합사업,대상 제한 없음,23.2.1 ~ 23.2.28,23.2.28 ~ 23.11.30,00명,기타,"실무 교육, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT","강연, 멘토링",,,,,,,,,,,
120276,2023년 경기도청소년활동진흥센터 안전서포터즈 모집,비영리단체/협회/재단,경기도청소년활동진흥센터,대학생,23.2.2 ~ 23.2.12,23.2.24 ~ 23.12.2,10명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서","정치/사회/법률, 사회공헌/교류",서포터즈,,,,,,,,,,,
120283,엔지닉 반도체 3일완성 빡공스터디 37기,중소기업,윈스펙,대상 제한 없음,23.2.6 ~ 23.2.17,23.2.20 ~ 23.2.22,300명,기타,"사은품 지급, 실무 교육","교육, 과학/공학/기술/IT","멘토링, 기타",,,,,,,,,,,
120286,윈스펙 공기업 취업 서포터즈 52기 모집,중소기업,윈스펙,대상 제한 없음,23.2.3 ~ 23.2.17,23.2.20 ~ 23.3.3,400명,파워블로거/SNS,수료증 및 인증서,교육,서포터즈,,,,,,,,,,,
120291,2023년 청소년ㆍ청년 꿈 지원사업 「4ㆍ16의 꿈」 멘토모집,비영리단체/협회/재단,4·16재단,직장인/일반인,23.2.1 ~ 23.3.1,23.4.1 ~ 23.10.31,4명,"멘토링/수업 진행 경험, 기타","활동비, 행사 참여",기타,"멘토링, 기타",,,,,,,,,,,
120296,대학생 진로교육봉사 < 꿈과낙 진로 서포터즈 6기 > 모집안내,공공기관/공기업,관악진로직업체험지원센터,대학생,23.2.6 ~ 모집시 마감,23.3.4 ~ 23.12.30,0명,"파워블로거/SNS, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","활동비, 수료증 및 인증서","교육, 기타","강연, 멘토링",,,,,,,,,,,
120297,2023 KT&G 국제 대학생 창업교류전(AASVF) 서포터즈 모집,중견기업,올콘 (한국경제신문),대학생,22.12.21 ~ 23.2.8,-,0명,외국어,"행사 참여, 수료증 및 인증서","행사/페스티벌, 창업/자기계발","서포터즈, 마케터",,,,,,,,,,,
120307,2023년 대한민국 청년정책 공모전 서포터즈,공공기관/공기업,"국무조정실 청년정책조정실, 재단법인 청년재단","대학생, 직장인/일반인",23.2.6 ~ 23.2.19,23.2.21 ~ 23.5.7,300명,기타,"수료증 및 인증서, 봉사활동시간","정치/사회/법률, 기타",서포터즈,,,,,,,,,,,
120316,2023 여행 무작정 따라하기 크리에이터 모집,중소기업,(주)도서출판 길벗,대상 제한 없음,23.2.6 ~ 23.2.23,23.2.6 ~ 23.2.23,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서","여행/호텔/항공, 디자인/사진/예술/영상",서포터즈,,,,,,,,,,,
120329,특별한 전문가를 만드는 <킹메이커 퍼스널브랜딩!>,중소기업,대한의료마케팅협회 주식회사,대상 제한 없음,23.2.14 ~ 23.3.11,23.3.11 ~ 23.3.11,30명,멘토링/수업 진행 경험,전문가/임직원 멘토링,"경영/컨설팅/마케팅, 창업/자기계발","강연, 마케터",,,,,,,,,,,
120330,[부산/경남] IT프로그래밍 취업교육생 선착순모집,중소기업,양정인력개발센터,"대학생, 직장인/일반인",23.2.3 ~ 모집시 마감,23.2.2 ~ 23.7.10,20명,기타,"활동비, 실무 교육","교육, 과학/공학/기술/IT","기타, 강연",,,,,,,,,,,
120334,[NAVER Z] ZEPETO 대학생 AMBASSADOR 모집 (~2/19),대기업,네이버제트 주식회사,대학생,23.2.3 ~ 23.2.19,23.2.24 ~ 23.5.31,00명,기타,"활동비, 수료증 및 인증서","디자인/사진/예술/영상, 경영/컨설팅/마케팅","서포터즈, 마케터",,,,,,,,,,,
120337,LG U+ 알뜰폰 마케팅 서포터즈 모집,대기업,(주)LG유플러스,대학생,23.2.3 ~ 23.2.14,23.2.28 ~ 23.5.31,20명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서",콘텐츠,서포터즈,,,,,,,,,,,
120338,"[방학 추천활동] 기획을 배워보는 스터디 모집!! (상품기획, APP/WEB 기획, 역기획)",스타트업,잇기,대상 제한 없음,23.2.3 ~ 23.2.9,23.2.10 ~ 23.3.10,30명,휴학 중/시간 투자 가능,"실무 교육, 전문가/임직원 멘토링","과학/공학/기술/IT, 콘텐츠","멘토링, 마케터",,,,,,,,,,,
120339,[온라인 포폴활동] 크라우드 펀딩에 도전하다!! 펀딩의 A to Z,스타트업,잇기,대상 제한 없음,23.2.3 ~ 23.2.9,23.2.10 ~ 23.3.10,30명,휴학 중/시간 투자 가능,"전문가/임직원 멘토링, 수료증 및 인증서","창업/자기계발, 콘텐츠","서포터즈, 마케터",,,,,,,,,,,
120340,[대한민국 대표 민간문화외교] 제29기 한문화외교사절단 모집,비영리단체/협회/재단,한문화진흥협회,대학생,23.2.3 ~ 23.2.23,23.3.4 ~ 24.3.1,00명,"리더십, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","문화/역사, 행사/페스티벌","서포터즈, 봉사단-해외",,,,,,,,,,,
120347,2023 경상남도청년봉사단 신규 단원 모집,비영리단체/협회/재단,경상남도자원봉사센터,직장인/일반인,23.1.31 ~ 23.2.24,23.1.31 ~ 23.2.24,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 리더십, 타 대외활동 경험, 행사 기획 경험, 기타",봉사활동시간,사회공헌/교류,봉사단-국내,,,,,,,,,,,
120348,[마포교육복지센터]2023 학습멘토링 '캐스팅' 멘토 모집,비영리단체/협회/재단,마포 교육복지센터,"대학생, 직장인/일반인",23.2.3 ~ 23.2.28,23.3.1 ~ 23.11.30,00명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능, 기타","수료증 및 인증서, 봉사활동시간","교육, 기타",봉사단-국내,,,,,,,,,,,
120349,"자바개발자, 도전해볼지 고민이라면?? 들어보고 결정하세요!",중소기업,구트아카데미,대상 제한 없음,23.2.3 ~ 상시모집,23.2.6 ~ 23.2.10,00명,컴퓨터 활용능력,"실무 교육, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT","강연, 멘토링",,,,,,,,,,,
120350,서울잇다푸드뱅크센터 홍보 서포터즈 5기 모집,비영리단체/협회/재단,서울특별시사회복지협의회_서울잇다푸드뱅크센터,대학생,23.3.16 ~ 23.3.27,23.4.3 ~ 23.12.31,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","수료증 및 인증서, 봉사활동시간","언론/미디어, 요리/식품",서포터즈,,,,,,,,,,,
120373,광주공유센터 쉐어프렌즈3기 모집,공공기관/공기업,광주광역시 / 광주공유센터,대상 제한 없음,23.2.1 ~ 23.2.20,23.3.2 ~ 23.10.31,0명,기타,"활동비, 수료증 및 인증서",콘텐츠,서포터즈,,,,,,,,,,,
120375,2023 김포시청소년재단 시민모니터링단 서포터즈 5기 모집,비영리단체/협회/재단,김포시청소년재단,대상 제한 없음,23.1.31 ~ 23.2.9,23.2.1 ~ 23.12.31,15명,기타,"활동비, 수료증 및 인증서",정치/사회/법률,서포터즈,,,,,,,,,,,
120377,Quinoa 퀴노아 대학생 서포터즈 모집,기타,Quinoa,대학생,23.1.16 ~ 23.2.12,-,30명,"파워블로거/SNS, 기타",활동비,기타,서포터즈,,,,,,,,,,,
120378,넷마블 파트너 크리에이터 모집,대기업,넷마블,"대학생, 직장인/일반인",23.1.27 ~ 23.2.10,-,0명,기타,"사은품 지급, 행사 참여","디자인/사진/예술/영상, 과학/공학/기술/IT",서포터즈,,,,,,,,,,,
120381,멸종위기동물보호와 공익활동을 펼치는 동행서포터즈 모집,-,링커리어링,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
120382,한국동서발전 대학생 기자단 MAKERS 5기 모집,기타,한국동서발전(주) / (주)디앤씨컴퍼니,대학생,23.2.6 ~ 23.2.12,23.2.15 ~ 23.12.31,10명,기타,"활동비, 사은품 지급","환경/에너지, 콘텐츠",기자단,,,,,,,,,,,
120386,울산광역시 남구 제15기 청소년참여위원회 모집,공공기관/공기업,울산광역시 남구청 / 공업탑청소년센터,"청소년, 대학생",23.1.18 ~ 23.2.22,-,20명,기타,"수료증 및 인증서, 봉사활동시간",정치/사회/법률,기타,,,,,,,,,,,
120389,2023년 지역주도형 청년일자리사업인 사회적경제 청년활동가 양성사업(2기) 참여 청년 모집,공공기관/공기업,세종특별자치시 / 청년희망팩토리사회적협동조합,"대학생, 직장인/일반인",23.2.2 ~ 23.2.15,-,5명,기타,"활동비, 교통비",경제/금융,기타,,,,,,,,,,,
120412,2023 월곡청소년센터 제 2기 대학생서포터즈 '멘토롱 또똣' 참가자 추가 모집,비영리단체/협회/재단,월곡청소년센터,"대학생, 직장인/일반인",23.3.18 ~ 23.3.24,23.4.1 ~ 23.12.31,5명,"콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 사회공헌/교류","서포터즈, 멘토링",,,,,,,,,,,
120415,아트스페이스 청년 예술가 모집 (~2/23),공공기관/공기업,구로청년이룸,대상 제한 없음,23.2.4 ~ 23.2.23,23.2.23 ~ 23.3.3,0명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","활동비, 행사 참여","디자인/사진/예술/영상, 기타",기타,,,,,,,,,,,
120416,[하남시] 청년대외활동 : 1924서포터즈 4기 모집,공공기관/공기업,하남시청소년수련관,"대학생, 직장인/일반인",23.2.4 ~ 23.3.15,23.4.1 ~ 24.2.28,20명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","행사 참여, 봉사활동시간","행사/페스티벌, 사회공헌/교류","서포터즈, 봉사단-국내",,,,,,,,,,,
120417,꼼지락발전소 선거홍보관 서포터즈 모집,공공기관/공기업,대구시청소년문화의집 꼼지락발전소,"청소년, 대학생",23.1.10 ~ 23.2.14,23.3.1 ~ 23.12.31,10명,"휴학 중/시간 투자 가능, 기타",수료증 및 인증서,"언론/미디어, 정치/사회/법률",서포터즈,,,,,,,,,,,
120418,배곧1청소년문화의집 청년서포터즈 '청랑' 2기 추가모집,비영리단체/협회/재단,배곧1청소년문화의집,대상 제한 없음,23.2.4 ~ 23.3.21,23.3.1 ~ 23.12.31,0명,"리더십, 휴학 중/시간 투자 가능","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 사회공헌/교류",서포터즈,,,,,,,,,,,
120420,"[코딩 강의] ""스파르타코딩클럽 블로그 체험단을 모집합니다!"" (~2/7)",스타트업,팀스파르타(주),대상 제한 없음,23.2.4 ~ 23.2.8,23.2.8 ~ 23.2.12,10명,"파워블로거/SNS, 휴학 중/시간 투자 가능",활동비,과학/공학/기술/IT,"서포터즈, 기타",,,,,,,,,,,
120428,항공 빅데이터 교육과정 모집,중소기업,한국직업전문학교,대학생,23.2.1 ~ 23.2.28,23.3.1 ~ 23.6.29,25명,기타,"활동비, 실무 교육","여행/호텔/항공, 과학/공학/기술/IT",강연,,,,,,,,,,,
120431,대학생 공모전 연합동아리 BAMP(밤프) 34기 모집,기타,BAMP(밤프),대학생,23.2.5 ~ 23.2.19,23.3.4 ~ 23.7.22,24명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","행사 참여, 수료증 및 인증서","언론/미디어, 경영/컨설팅/마케팅","마케터, 강연",,,,,,,,,,,
120436,장차관급 상을 주는 기자단이 있다?! [선플기자단 7기 2차 모집],비영리단체/협회/재단,(재)선플재단,대학생,23.2.5 ~ 23.2.18,23.3.1 ~ 23.7.19,00명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험","수료증 및 인증서, 봉사활동시간","언론/미디어, 콘텐츠","기자단, 봉사단-국내",,,,,,,,,,,
120442,비전공자도 쉬운 김윤상 경영학 기본이론 '무료' 스터디 12기 모집,중소기업,윈스펙,대상 제한 없음,23.2.6 ~ 23.2.19,23.2.20 ~ 23.3.5,200명,기타,"사은품 지급, 실무 교육","교육, 경영/컨설팅/마케팅","멘토링, 기타",,,,,,,,,,,
120453,2023년 부산광역시일시청소년쉼터 제 15기 아웃리치자원봉사단 추가모집,기타,부산광역시일시청소년쉼터,"대학생, 직장인/일반인",23.2.6 ~ 23.5.18,23.2.6 ~ 23.2.9,00명,"리더십, 타 대외활동 경험","교통비, 봉사활동시간",기타,봉사단-국내,,,,,,,,,,,
120455,K-디지털 정보보안 불법유해차단 솔루션 개발자 과정,기타,한국직업능력교육원 안산,대상 제한 없음,23.2.6 ~ 23.3.10,23.2.6 ~ 23.3.10,24명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","실무 교육, 수료증 및 인증서","교육, 과학/공학/기술/IT","멘토링, 기타",,,,,,,,,,,
120457,[온라인 라이브] 클린코드 - 코드는 개발자의 얼굴! 깔끔한 코드를 작성하는 방법,스타트업,더에이아이랩 주식회사,"대학생, 직장인/일반인",23.2.6 ~ 23.3.9,23.3.10 ~ 23.3.12,00명,기타,수료증 및 인증서,과학/공학/기술/IT,"멘토링, 강연",,,,,,,,,,,
120458,당신의 첫 노동을 응원합니다! [김알바가 선물하는 알바키트],비영리단체/협회/재단,부산노동권익센터,"대학생, 직장인/일반인",23.2.1 ~ 모집시 마감,23.2.1 ~ 23.3.15,100명,기타,사은품 지급,"행사/페스티벌, 기타",기타,,,,,,,,,,,
120465,생명존중 미디어 모니터링단 3기 모집,비영리단체/협회/재단,울산광역정신건강복지센,대학생,23.1.13 ~ 23.2.16,23.2.21 ~ 23.3.8,0명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서",기타,"서포터즈, 기타",,,,,,,,,,,
120467,[국제청년센터] 유기견 보호소 봉사자 모집 (상시 모집),비영리단체/협회/재단,국제청년센터,대상 제한 없음,23.2.6 ~ 상시모집,23.2.6 ~ 23.12.31,00명,기타,봉사활동시간,"창업/자기계발, 사회공헌/교류",봉사단-국내,,,,,,,,,,,
