,idx,foundation,scholarship_type,근로장학,기숙사/주거지원,기타장학,대출지원,연수/연구장학,장학금,취업연계/산학장학,target,고등학생,기타/일반,대학생,대학원생,전문대생,중학생,청년,초등학생,선발 인원(명),선발인원규모,장학혜택(만원),장학혜택규모,memo
1322,3414,대소장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,21,중,200,중,대소장학회에서 대소면 지역의 장학생 선발을 통해 생활이 곤란하거나 성적이 우수한 학생을 지원하는 장학금입니다.
1323,3415,강상면장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,100,소,강상면장학회에서 미래의 초석이 되는 학생에게 학자금등을 제공함으로서 더욱 열심히 학업에 정진하여 장차 국가사회발전뿐만 아니라 고장 발전에 기여할 수 있는 인재를 지원하는 장학금입니다.
1324,3416,속초시,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,7,소,100,소,속초시에서 강원도 속초시 출신 대학생 총 7명에게 최대 100만원을 지원하는 장학금입니다.
1325,3417,화순장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생",1,0,1,0,0,1,0,1,200,대,200,중,화순장학회에서 지역의 우수인재 발굴·육성 및 생활형편이 어려운 자의 면학을 돕기위해 지원하는 장학금입니다.
1326,3418,가평군,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생",1,0,1,0,0,1,0,0,147,대,300,대,"가평군에서 가평군 출신 중학생, 고등학생, 대학생 총 147명에게 최대 300만원을 지원하는 장학금입니다."
1327,3419,논산시장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,299,대,300,대,논산시장학회에서 논산시 출신 초·중·고·대학생 총 299명에게 최대 300만원을 지원하는 장학금입니다.
1328,3420,임실군 애향장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,100,대,300,대,임실군애향장학회에서 임실군 발전의 주역이 될 인재를 지원하는 장학금입니다.
1329,3421,청송군인재육성장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생",1,0,1,0,0,1,0,0,250,대,500,대,"청송군인재육성장학회에서 청송군 출신 중학생, 고등학생, 대학생 총 250명에게 최대 500만원을 지원하는 장학금입니다."
1330,3422,부산시,"기숙사/주거지원, 기타장학",0,1,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,3,소,100,소,부산시에서 청년들의 주거비 부담을 덜어줌으로써 주거안정을 지원하고 지역에서의 정주를 유도하기 위해 청년 월세를 지원하는 사업입니다.
1331,3423,수림재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,10,소,0,금액미정,자연과학계열 5개 전공 분야 대학생들을 위한 수림재단의 장학생 모집입니다.
1332,3424,혜림장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,99,대,200,중,혜림장학재단에서 국가의 든든한 버팀목으로 성장할 꿈나무들의 디딤돌이 되어 줄 학생을 지원하는 장학금입니다.
1333,3426,태안군사랑장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생",1,0,1,0,0,1,0,0,0,인원미정,400,대,"태안군사랑장학회에서 태안군 출신 중학생, 고등학생, 대학생에게 최대 400만원을 지원하는 장학금입니다."
1334,3427,삼성면장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,53,대,250,대,"삼성면장학회에서 삼성면 지역의 장학생 선발을 통해 열악한 교육현실에서 학업을 이어가는 우리 지역의 학생들에게 희망을 주고, 지역발전을 선도할 인재양성을 목적으로 시행하는 장학사업입니다."
1335,3428,한국예술인복지재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,6,소,300,대,한국예술인복지재단에서 예술인들이 예술 외적인 요인으로 창작활동을 중단하는 상황에 이르지 않도록 창작 준비에 필요한 지원을 하는 사업입니다.
1336,3429,전라북도인재평생교육진흥원,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,150,대,100,소,전라북도인재평생교육진흥원에서 대학생 총 150명에게 최대 100만원을 지원하는 장학금입니다.
1337,3430,장보고장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,30,중,200,중,장보고장학회에서 완도군 출신 대학생 총 20명에게 최대 200만원을 지원하는 장학금입니다.
1338,3431,준제장학회,장학금,0,0,0,0,0,1,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,50,소,"준제장학회에서 어려운 여건에 놓인 청년들에게 배움의 균등한 기회와 권리를 찾아주고, 재능과 열정이 있는 청년에게 꿈을 펼칠 기회를 지원하는 장학사업입니다."
1339,3432,충청남도인재육성재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,40,중,450,대,충청남도인재육성재단에서 미래 충남발전의 성장 동력이 될 인재를 육성·지원하는 장학금입니다.
1340,3433,달성장학재단,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,175,대,500,대,"달성장학재단에서 학업성적이 우수하면서도 가정형편이 어려워 학업을 계속할 수 없거나, 각 분야에서 뛰어난 성적으로 달성군을 빛낼 훌륭한 인재들의 면학을 돕기 위해 지원하는 장학금입니다."
1341,3434,경상남도,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,75,대,200,중,경상남도에서 도내 중소기업 노동자의 자녀 총 75명에게 최대 200만원을 지원하는 장학금입니다.
1342,3435,준제장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,50,소,"준제장학회에서 성실하고 성적이 우수하지만, 배움의 기회가 부족한 학생에게 기회를 지원하는 장학금입니다."
1343,3436,우덕재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,우덕재단에서 국가발전에 공헌할 인재를 양성하고자 지원하는 장학금입니다.
1344,3437,곡성군,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,10,소,100,소,곡성군에서 이장자녀 중 품행이 단정하고 학업성적이 우수한 대학생 총 10명에게 최대 100만원을 지원하는 장학금입니다.
1345,3438,경기도,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 기타/일반",1,1,0,0,0,1,0,0,0,인원미정,100,소,경기도에서 기획재정부로부터 복권기금을 지원받아 전국에서 유일하게 학업중단이 우려되는 어려운 청소년에게 생활 장학금을 지원하는 장학금입니다.
1346,3439,대웅재단,"장학금, 장학프로그램",0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,99,대,50,소,대웅재단에서 학술지원을 통해 우수연구자들이 사회에 기여할 수 있도록 지원하는 장학금입니다.
1347,3440,충북인재양성재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,400,대,200,중,충북인재양성재단에서 중·고·대학생 총 400명에게 최대 200만원을 지원하는 장학금입니다.
1348,3441,경상남도장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,250,대,200,중,경상남도장학회에서 도내 자녀들이 학업에 전념하여 꿈과 희망을 실현할 수 있는 기회를 주고 우수한 지역 인재를 지원하는 장학금입니다.
1349,3442,서울시,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생",1,0,0,0,0,1,0,1,100,대,0,금액미정,서울시는 건국대학교와 함께 경제적 여건 등으로 체계적인 교육을 받기 어려운 저소득층 음악영재를 발굴하고 체계적인 음악교육을 지원하여 청소년의 꿈을 키워주고 음악가로 성장할 수 있는 디딤돌이 되고자 지원하는 사업입니다.
1350,3443,충청남도인재육성재단,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,100,대,150,중,충청남도인재육성재단에서 한국장학재단으로부터 학자금 대출을 받은 대학생들에게 대출금의 일부를 지원하여 학업에 정진하도록 도움을 주고자 지원하는 사업입니다.
1351,3444,충청남도인재육성재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,10,소,200,중,충청남도인재육성재단에서는 충남산업 발전의 토대가 될 수 있는 4차산업과 관련된 소질을 개발하고자 노력하는 학생을 지원하는 장학금입니다.
1352,3445,한국선원복지고용센터,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,136,대,300,대,"한국선원복지고용센터에서 고등학생, 대학생 총 136명에게 최대 300만원을 지원하는 장학금입니다."
1353,3446,충청남도인재육성재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,25,중,300,대,"충청남도인재육성재단에서 졸업 후 창업, 취업, 가업계승 등 충남에 정착하고자 하는 학생들을 지원하는 장학금입니다."
1354,3447,호국장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,1,소,100,소,호국장학재단에서 현역군인 및 군무원의 대학 재학생 자녀들에게 장학금을 지원하는 사업입니다.
1355,3448,안산시,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,100,소,지역사회 인재 육성·역량 강화 및 교육비 부담 경감을 통한 교육하기 좋은 안산을 실현하기 위하여 안산시 대학생에게 등록금을 지원하는 장학사업입니다.
1356,3449,충청남도인재육성재단,기타장학,0,0,1,0,0,0,0,"초등학생, 중학생, 고등학생, 대학생",1,0,1,0,0,1,0,1,10,소,100,소,충청남도인재육성재단에서 국내·외의 각종 예·체능 공연(경기)에 참석(단순참석 제외) 예정인 학생들을 지원하는 사업입니다.
1357,3450,나주시,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,13,중,0,금액미정,나주시에서 나주시 출신 대학생에게 서울 내발산동 소재의 주거를 지원해주는 사업입니다.
1358,3452,월곡주얼리산업진흥재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,0,인원미정,240,대,"월곡주얼리산업진흥재단에서 주얼리 분야로 진로나 취업, 창업 등의 꿈을 가진 청소년과 청년에게 성장과 경험의 기회를 제공하고, 꿈에 투자하는 환경을 조성하기 위해 지원하는 장학금입니다."
1359,3453,광양시새마을회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,0,인원미정,0,금액미정,광양시새마을회에서 새마을운동의 영속적인 발전과 후계지도자 육성을 위해 지원하는 장학금입니다.
1360,3454,아이들과미래재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생",1,0,0,0,0,1,0,0,0,인원미정,260,대,‘척병원’과 ‘사회복지법인 아이들과미래재단’에서 예체능에 재능이 있는 저소득 가정 아동/청소년에게 교육 장학금을 지원하는 사업입니다.
1361,3455,서초장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,50,중,300,대,"서초장학재단에서 서초구 출신 고등학생, 대학생 총 50명에게 최대 300만원을 지원하는 장학금입니다."
1362,3456,현대제철,"장학금, 연수/연구장학",0,0,0,0,1,1,0,대학원생,0,0,0,1,0,0,0,0,0,인원미정,170,중,현대체절에서 철강 부분에 차별화된 우수한 연구장학생을 지원하는 사업입니다.
1363,3457,영양군인재육성장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 기타/일반",1,1,1,0,0,0,0,0,302,대,300,대,영양군인재육성장학회에서 영양군에 거주하는 군민의 자녀로서 건전한 사고와 품행이 올바르며 학업성적 및 예․체능 분야에서 우수한 성적을 거둔 학생을 지원하는 장학금입니다.
1364,3458,완주군인재육성재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,99,대,1000,대,완주군인재육성재단에서 완주의 미래를 이끌어갈 지역우수인재를 지원하는 장학금입니다.
1365,3459,푸르메재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,"푸르메재단에서 SPC와 함께 보조기구 지원이 필요한 만 18세 미만의 장애어린이‧청소년에게 장애를 경감 또는 완화시켜 줌으로써 최대한 자율적인 생활을 보장하기 위한 개인별 선택, 맞춤형 보조기구를 지원하는 사업입니다."
1366,3460,푸르메재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,200,중,푸르메재단에서 SPC와 함께 재활치료비 지원이 필요한 만 18세 미만 장애어린의 신체적 기능을 향상시키고 장애인 가정에 경제적 부담을 경감시킬 수 있도록 재활치료비를 지원하는 장학금입니다.
1367,3461,한국장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,2021년 1학기 중소·중견기업 취업 또는 창업을 희망하는 학생들을 지원하는 장학금입니다.
1368,3462,서울장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,100,대,400,대,서울장학재단에서 전공분야 재능 및 학업의지를 가진 저소득 가정의 대학생을 지원하는 장학금입니다.
1369,3463,서울장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,285,대,150,중,"코로나19로 학업 환경이 열악해지고 아르바이트 취업 문턱이 높아짐에 따라, 졸업을 앞둔 대학생들이 경제적 걱정 없이 학업을 수행하고 사회진출 준비에 집중할 수 있도록 장학금을 지원하는 사업입니다."
1370,3464,법무법인 세움,장학금,0,0,0,0,0,1,0,고등학생,1,0,0,0,0,0,0,0,5,소,1800,대,법무법인 세움이 어려운 환경 속에서도 배움에 대한 열정과 미래에 이룰 꿈과 희망을 원동력으로 살아가는 청소년(고교생)들을 대상으로 '이룸' 장학생을 모집합니다.
1371,3465,서천사랑장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,0,인원미정,500,대,서천사랑장학회에서 서천군 출신 초·중·고·대학생에게 최대 500만원을 지원하는 장학금입니다.
1372,3466,전주인재육성재단,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,68,대,200,중,전주인재육성재단에서 우수한 재능을 가진 지역 인재를 장학생으로 선발하여 경제적 부담을 경감시켜 학업에 정진할 수 있는 기회를 제공하는 장학금입니다.
1373,3467,전주인재육성재단,장학금,0,0,0,0,0,1,0,고등학생,1,0,0,0,0,0,0,0,13,중,100,소,전주인재육성재단에서 저소득 모자․부자세대 청소년 등 가정형편이 어려운 청소년에 대하여 학자금을 지원하는 사업입니다.
1374,3468,남해군,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,남해군에서 우수한 관광자원을 널리 홍보하고 체류형 여행 분위기 확산을 위해 실시하는 사업입니다.
1375,3469,당진장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,375,대,200,중,당진장학회에서 당진시 출신 초·중·고·대학생 총 375명에게 최대 200만원을 지원하는 장학금입니다.
1376,3470,세아해암학술장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,세아해암학술장학재단에서 국내 대학교 재학생 중 2학년 또는 3학년을 지원하는 장학금입니다.
1377,3471,계룡시애향장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생",1,0,0,0,0,1,0,1,26,중,100,소,계룡시애향장학회에서 계룡시 출신 초·중·고등학생 총 26명에게 최대 100만원을 지원하는 사업입니다.
