,idx,foundation,scholarship_type,근로장학,기숙사/주거지원,기타장학,대출지원,연수/연구장학,장학금,취업연계/산학장학,target,고등학생,기타/일반,대학생,대학원생,전문대생,중학생,청년,초등학생,선발 인원(명),선발인원규모,장학혜택(만원),장학혜택규모,memo
1221,3299,하동군장학재단,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,251,대,500,대,하동군장학재단에서 하동군의 미래 발전을 견인할 지역의 우수인재를 지원하는 장학금입니다.
1222,3300,태안군,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,40,중,0,금액미정,태안군에서 학부모의 교육비 부담을 덜어주고 학생들에게 면학에 필요한 편의제공 및 지역의 우수한 인재를 지원하는 장학사업입니다.
1223,3301,거창군장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,241,대,200,중,거창군장학회에서 국가와 거창군 발전의 주역이 될 인재육성을 지원하는 장학금입니다.
1224,3302,경산시,기숙사/주거지원,0,1,0,0,0,0,0,대학생,0,0,1,0,0,0,0,0,10,소,0,금액미정,경산시에서 경산시 출신 수도권 소재 대학 재학생과 입학예정생에게 주거를 지원하는 장학사업입니다.
1225,3303,영양군,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,22,중,0,금액미정,영양군에서 지역 출신 대학생들에게 쾌적한 면학분위기 및 수학에 대한 편의를 제공하고 지역사회에 기여할 유능한 인재를 지원하는 장학사업입니다.
1226,3304,플라톤 아카데미,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,40,중,300,대,"플라톤 아카데미에서 삶의 올바른 방향을 설정하고, 아름다운 사회를 만들기 위해 기여하는 전인적 인재양성을 위해 시행하는 장학사업입니다."
1227,3305,KB 대학생경제금융교육봉사단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,130,대,150,중,KB대학생경제금융교육봉사단에서 학자금으로 생활이 어려운 대학생들에게 교육기부를 통하여 장학금을 지원하는 사업입니다.
1228,3306,새문안교회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,0,인원미정,0,금액미정,"새문안교회에서 고등학교, 대학교 재학생으로서 본 교회에 등록 세례교인을 지원하는 장학금입니다."
1229,3307,인제군,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,0,인원미정,0,금액미정,인제군에서 우리 고장의 주역인 청소년들에게 애향심 고취와 함께 학업에 전념할 수 있도록 학자금 제공을 통해 향토인재를 지원하는 장학금입니다.
1230,3308,부여군굿뜨래장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생",1,0,1,0,0,1,0,0,116,대,200,중,부여군굿뜨래장학회에서 부여군 출신 군민 또는 군민의 자녀를 지원하는 장학금입니다.
1231,3309,정읍시민장학재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,98,대,0,금액미정,정읍시민장학재단에서 정읍시를 선도해 나갈 인재를 지원하는 장학사업입니다.
1232,3310,경기푸른미래관,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,999,대,0,금액미정,"경기푸른미래관에서 대학생에게 안전하고 쾌적한 숙식 면학환경을 제공하여 장차 지역사회와 국가발전, 인류사회에 공헌할 인재를 지원하는 사업입니다."
1233,3311,강화군,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,187,대,0,금액미정,강화군에서 수도권 대학에 진학한 대학(원)생에게 학업상의 제반편의를 제공함으로써 지역사회 및 국가 발전에 기여할 중추적인 인재를 지원하는 사업입니다.
1234,3312,바로크레디트대부,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,99,대,100,소,바로크레디트대부에서 장학금이 필요한 저소득층 대학생에게 학업지원금을 지원하는 장학금입니다.
1235,3313,원불교 강남교당 장학회,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,99,대,0,금액미정,"원불교 강남교당 장학회에서 원불교 문화양성 이바지를 위해, 원불교 성가를 활용한 연주 활동 및 작품 발표에 관심 있는 학생을 지원하는 장학금입니다."
1236,3315,숭덕육영회,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,35,중,0,금액미정,"숭덕육영회에서 운영하는 숭덕학사 입사자 모집으로, 서울에서 대학 및 대학원 재학 중인 지방 출신 남학생들이 입사할 수 있습니다."
1237,3316,춘향장학재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,34,중,0,금액미정,춘향장학재단에서 남원출신 수도권 소재 대학생의 경제적 부담을 덜어주고 장래 지역 및 국가 발전에 기여할 인재를 지원하는 사업입니다.
1238,3317,경상남도 남명학사,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,400,대,0,금액미정,경상남도 남명학사에서 경상남도 출신 수도권 소재 대학생에게 주거를 지원하는 사업입니다.
1239,3318,경상남도 남명학사,기숙사/주거지원,0,1,0,0,0,0,0,대학생,0,0,1,0,0,0,0,0,139,대,0,금액미정,경상남도 남명학사에서 경상남도 출신 경상남도 소재 대학생에게 주거를 지원하는 사업입니다.
1240,3319,군위군교육발전위원회,기숙사/주거지원,0,1,0,0,0,0,0,대학생,0,0,1,0,0,0,0,0,26,중,0,금액미정,군위군교육발전위원회에서 지역 출신 수도권(서울․경기․인천)지역 대학생들의 자긍심 고취와 학업전념을 위한 기숙시설을 지원하는 사업입니다.
1241,3320,우인장학재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 대학원생",1,0,1,1,0,1,0,0,99,대,0,금액미정,우인장학재단에서 중학생·고등학생·대학(원)생에게 최대 학자금 전액을 지원하는 장학금입니다.
1242,3321,양양군인재육성장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,0,인원미정,0,금액미정,"양양군인재육성장학회에서 양양군 출신 고등학생, 대학생에게 장학금을 지원하는 사업입니다."
1243,3322,옹진군인재육성재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,43,중,0,금액미정,옹진군장학관에서 옹진군 출신 수도권 소재 대학(원)생에게 주거지원을 하는 기숙사입니다.
1244,3323,제주더큰내일센터,"취업연계/산학장학, 기타장학",0,0,1,0,0,0,1,"청년, 기타/일반",0,1,0,0,0,0,1,0,75,대,0,금액미정,"청년의 가능성을 제주의 내일로 연결하고자하는 제주더큰내일센터의, 체계적인 취·창업(직) 교육 훈련 프로그램입니다."
1245,3324,정선군,기숙사/주거지원,0,1,0,0,0,0,0,대학생,0,0,1,0,0,0,0,0,8,소,0,금액미정,"정선군에서 정선군 출신으로서, 수도권 소재 대학 신입생 or 재학생에게 주거를 지원하는 장학사업입니다."
1246,3325,한국장애인재활협회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 대학원생",1,0,1,1,0,0,0,0,0,인원미정,300,대,한국장애인재활협회에서 IT분야로의 진로와 취업 등 꿈을 가진 장애인 고등학생 및 대학(원)생을 지원하는 장학금입니다.
1247,3326,한국장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,1,소,500,대,여러 개인과 기업체가 한국장학재단에 기부하는 형태로 출자하여 대학생들을 지원하는 장학사업입니다.
1249,3328,도립전남학숙,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생, 기타/일반",0,1,1,1,1,0,0,0,117,대,0,금액미정,도립전남학숙에서 전라남도 출신 대학(원)생 및 졸업생에게 주거를 지원하는 사업입니다.
1250,3329,고창군,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,139,대,0,금액미정,고창군에서 전라북도 고창군 출신 대학생에게 주거를 지원하는 장학사업입니다.
1251,3330,국립국제교육원,"장학금, 연수/연구장학",0,0,0,0,1,1,0,"고등학생, 대학생, 전문대생, 대학원생",1,0,1,1,1,0,0,0,25,중,0,금액미정,"국립국제교육원에서 러시아 학사과정, 석사과정, 박사과정 입학희망자에게 학비를 지원하는 장학금입니다."
1252,3331,경기도민회장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,460,대,400,대,"경기도민회장학회에서 학업 성적이 우수하고 품행이 방정하며, 학비 지원이 필요한 학생이나, 예능·운동 경기 등에 재능이 있는 개인이나 단체에게 장학금과 연구비를 지원하는 사업입니다."
1253,3332,은평구민장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,25,중,150,중,은평구민장학재단에서 은평구 교육환경 개선과 우수한 인재를 발굴․육성하기 위하여 지원하는 장학금입니다.
1254,3333,서울시,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생, 대학원생, 기타/일반",0,1,1,1,1,0,0,0,0,인원미정,0,금액미정,"서울시에서 서울시 거주 대학(원)생, 졸업생에게 한국장학재단 학자금대출에 대한 이자를 지원하는 사업입니다."
1255,3334,정선장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,360,대,1000,대,정선장학회에서 배우려는 열성과 우수한 재능을 가진 지역의 인재를 장학생으로 선발하여 경제적 부담을 경감시켜 학업에 정진할 수 있는 계기를 마련하여 줌으로써 지역발전을 위해 지원하는 사업입니다.
1256,3335,제주특별자치도,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생, 대학원생, 기타/일반",0,1,1,1,1,0,0,0,0,인원미정,0,금액미정,제주특별자치도에서 제주도 출신 대학(원)생 및 졸업생에게 한국장학재단 학자금대출금 중 2020년 하반기 발생이자를 지원하는 사업입니다.
1257,3336,여주시인재육성장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,99,대,700,대,여주시인재육성장학회에서 여주시 출신 초·중·고·대학생을 지원하는 장학금입니다.
1258,3337,동해시민장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,161,대,150,중,"동해시민장학회에서 동해시 출신 고등학생, 대학생 총 161명에게 최대 150만원을 지원하는 장학금입니다."
1259,3338,밀알복지재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,800,대,밀알복지재단은 놀면뭐하니와 함께 음원수익 후원으로 음악에 열정 재능을 가진 저소득취약계층의 아동청소년들에게 악기와 음악 교육비를 지원하여 아동청소년들이 예술적 재능을 발현하도록 지원하는 사업입니다.
1260,3339,철원군,기숙사/주거지원,0,1,0,0,0,0,0,대학생,0,0,1,0,0,0,0,0,92,대,0,금액미정,철원군에서 철원군 출신 대학생 총 92명에게 주거를 지원하는 장학사업입니다.
1261,3340,동암장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,99,대,400,대,"동암장학회에서 경주시 출신이고, 4년제 대학교 재학생 or 신입생으로, 품행이 바르며 경제적 여건이 어렵고 성적이 우수한 학생을 지원하는 장학금입니다."
1262,3341,기아대책,기타장학,0,0,1,0,0,0,0,대학생,0,0,1,0,0,0,0,0,260,대,35,소,기아대책에서 취약계층 대학생의 최소 식사권리를 보장하여 건강한 삶을 회복할 수 있도록 지원하는 사업입니다.
1263,3342,강진군민장학재단,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 기타/일반",1,1,1,1,1,1,0,1,102,대,300,대,강진군민장학재단에서 전라남도 강진군 출신 초·중·고·대학(원)생을 지원하는 장학금입니다.
1264,3343,Nuffic,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생, 대학원생",1,0,1,1,1,0,0,0,56,대,0,금액미정,"네덜란드의 연구중심대학, 실무중심대학, 기타 교육기관으로부터 학사 혹은 석사 정규 학위 과정으로 입학허가를 받은 학생들에게 지원되는 유학 장학금입니다."
1265,3344,한국장학재단,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,0,인원미정,0,금액미정,"한국장학재단에서 학부생 및 대학원생 (만 55세 이하)에게 학자금 대출(등록금 및 생활비)을 지원하고, 대출기간 동안 (거치기간 및 상환기간) 원리금을 분할 상환하여 지원하는 사업입니다."
1266,3345,한국장학재단,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,150,중,"한국장학재단에서 학자금 지원 8구간 이하 대학(원)생에게 학자금(등록금 및 생활비)을 대출해주고, 취업 등 소득이 발생한 시점부터 소득수준에 따라 원리금을 상환해주는 사업입니다."
1267,3346,국립국제교육원,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,0,인원미정,0,금액미정,한국 국적의 학부생과 대학원생을 대상으로 학비와 생활비를 지원하는 브루나이 정부초청의 장학금입니다.
1268,3347,거제시,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,115,대,200,중,"거제시에서 거제시 출신 고등학생, 대학생 총 115명에게 최대 200만원을 지원하는 장학금입니다."
1269,3348,한용교장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,200,중,한용교장학재단에서 경제적인 상황이 어려워 학업에 지장을 받는 학생들을 지원하는 장학금입니다.
1270,3349,음성장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,277,대,200,중,"음성장학회에서 교과, 성적, 예체능, 가정형편 등 전반적인 사항을 고려하여 성적, 특기, 다문화, 지정, 해외, 희망, 꿈드림, 다자녀 장학생을 지원하는 장학금입니다."
1271,3350,대한예수교장로회 성림교회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,9,소,200,중,대한예수교장로회 성림교회에서 지역발전 및 우수대학생에게 학비를 지원하는 사업입니다.
1272,3351,영월장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,149,대,0,금액미정,영월장학회에서 영월군 출신 대학생 총 149명에게 최대 등록금 전액을 지원하는 장학금입니다.
1273,3352,횡성인재육성장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,1000,대,횡성인재육성장학회에서 다양한 분야에서 꿈과 재능을 펼쳐 사회적 인재로 성장할 수 있도록 지원하는 장학금입니다.
1274,3353,성남시장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,69,대,0,금액미정,성남시장학회에서 성남시 출신 대학생 총 69명에게 최대 등록금 전액을 지원하는 장학금입니다.
1275,3354,한국장학재단,"장학프로그램, 기타장학",0,0,1,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,0,인원미정,0,금액미정,"사회 각 분야의 리더들을 멘토로 모시고, 그분들의 경험과 지혜를 대학(원)생 멘티들과 공유하며 배움과 나눔의 정신을 함양한 미래 인재들을 양성해 나가는 한국장학재단의 멘토링 프로그램입니다."
1276,3355,담양장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,72,대,200,중,담양장학회에서 국가와 지역사회 발전에 기여할 수 있는 훌륭한 지역인재를 지원하는 장학금입니다.
1277,3356,강서구장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,20,중,120,중,강서구의 우수한 인재를 육성하고자 설립된 재단법인 강서구장학회에서 우리지역의 우수한 대학생들이 교육재능기부 활동을 통해 봉사정신을 함양하고 지역사회에 기여할 수 있는 기회를 지원하는 사업입니다.
1278,3357,인천광역시,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생, 기타/일반",0,1,1,0,1,0,0,0,0,인원미정,0,금액미정,인천시에서 한국장학재단을 통해 대출받은 학자금의 2020년 하반기 발생이자를 지원하는 사업입니다.
1279,3358,서울시,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생, 기타/일반",0,1,1,1,1,0,0,0,5,소,0,금액미정,서울에 거주하는 청년의 주거비 부담완화와 주거수준 향상을 위한 서울시의 청년주거복지사업입니다.
1280,3370,국립국제교육원,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,6,소,0,금액미정,국립국제교육원에서 진취적이고 잠재력을 지닌 우수한 한국 학생을 대상으로 대만 소재 대학에서의 석·박사 학위과정 이수 기회를 제공하는 사업입니다.
1281,3371,진안사랑장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,0,인원미정,200,중,진안사랑장학재단에서 진안군 관내 학생 및 진안군 출신 학업 우수학생에 대하여 장학금을 지원하는 사업입니다.
1282,3372,홍산장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,200,중,홍산장학재단에서 가정형편이 어려운 이공계열·의약학 계열 대학생에게 200만원을 지원하는 장학금입니다.
1283,3373,태술장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,400,대,태술장학재단에서 장학 수혜를 받음으로써 학업수행에 큰 도움일 될 대학생을 지원하는 장학금입니다.
1284,3374,아이들과미래재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,100,소,아이들과미래재단에서 학습 및 정서 지원 멘토링에 관심있는 수도권 및 부산 지역에서 활동 가능한 책임감 있는 대학생을 지원하는 장학금입니다.
1285,3376,광문장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,100,소,광문장학회에서 문산읍 출신 4년제 대학생에게 최대 100만원을 지원하는 장학금입니다.
1286,3377,몽은장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,200,중,몽은장학재단에서 학자금의 조달이 어려운 학생과 학업성적이 우수하고 장래 국가와 사회에 공헌할 것으로 기대되는 학생을 지원하는 장학금입니다.
1287,3378,장흥군인재육성장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,0,인원미정,250,대,장흥군인재육성장학회에서 장흥군 관내 학교 졸업한 자로서 2021학년도 신입생 및 재학생을 지원하는 장학금입니다.
1288,3379,홍천군무궁화장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,800,대,300,대,"홍천군무궁화장학회에서 홍천군 출신 고등학생, 대학생 총 800명에게 최대 300만원을 지원하는 장학금입니다."
1289,3380,국립국제교육원,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,250,대,500,대,국립국제교육원에서 우수 자비유학생에게 장학금을 지급하여 성취동기를 부여하고 한국에 대한 긍정적 인식을 높임으로써 지속적으로 유학생 유치 기반을 구축하기 위해 시행하는 사업입니다.
1290,3381,화원장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,12,중,200,중,"화원장학회에서 화원읍 출신 고등학생, 대학생 총 12명에게 최대 200만원을 지원하는 장학금입니다."
1291,3382,옥포경복장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,11,중,0,금액미정,옥포경복장학회에서 옥포읍 출신 11명에게 장학금을 지원하는 사업입니다.
1292,3383,국립국제교육원,"장학금, 연수/연구장학",0,0,0,0,1,1,0,"대학생, 대학원생, 기타/일반",0,1,1,1,0,0,0,0,0,인원미정,0,금액미정,"2021/2022년도 대한민국의 학생, 연구원과 교수진들을 대상으로 진행하는 라트비아의 정부 초청 장학금입니다."
1293,3384,공무원연금공단,대출지원,0,0,0,1,0,0,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,공무원연금공단에서 공무원 본인 및 자녀의 국내 대학교 등록금 대출을 지원하는 대부사업입니다.
1294,3385,한국예술인복지재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,300,대,한국예술인복지재단에서 예술창작활동 지속을 위한 안정적인 환경과 직업역량 회복을 지원하는 사업입니다.
1295,3386,우파장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,45,중,500,대,우파장학회에서 창원시내 고등학교 졸업자로서 우수대학교에 합격하여 등록한 모범적인 학생을 지원하는 장학금입니다.
1296,3387,통영시,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,99,대,300,대,통영시에서 통영시 출신 대학생에게 최대 300만원을 지원하는 장학금입니다.
1297,3388,괴산군민장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생, 기타/일반",0,1,1,0,1,0,0,0,0,인원미정,2400,대,괴산군민장학회에서 괴산군 출신 대학 합격생(2021년도 신입생)을 지원하는 장학금입니다.
1298,3389,서울제주특별자치도민회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,서울제주특별자치도민회에서 4년제 대학생을 지원하는 지원하는 장학금입니다.
1299,3390,무안군승달장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생, 기타/일반",1,1,1,0,1,0,0,0,70,대,150,중,"무안군승달장학회에서 무안군 출신 고등학생, 대학생 총 70명에게 최대 150만원을 지원하는 장학금입니다."
1300,3391,삼척향토장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,255,대,200,중,"삼척향토장학재단에서 삼척시 출신 고등학생, 대학생 총 255명에게 최대 200만원을 지원하는 장학금입니다."
1301,3392,이동우축산장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,0,인원미정,0,금액미정,"이동우축산장학회에서 농어업·농어촌 및 식품산업 기본법 제3조의 규정에 의한 관내 축산농가의 자녀로, 장학회 총회에서 선발된 자를 지원하는 장학금입니다."
1302,3393,한국관광공사,"장학프로그램, 기타장학",0,0,1,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,32,중,0,금액미정,한국관광공사에서 대학생 기자단 트래블리더 13기를 모집하는 사업입니다.
1303,3394,울산광역시남구장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,74,대,500,대,"울산광역시남구장학재단에서 울산 남구 출신 고등학생, 대학생 총 74명에게 최대 500만원을 지원하는 장학금입니다."
1304,3395,양록장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,0,인원미정,200,중,"양록장학회에서 양구군 출신 고등학생, 대학생을 지원하는 장학금입니다."
1305,3396,고성향토장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,98,대,250,대,"고성향토장학회에서 고등학생과 대학생을 지원하는 장학금으로, 고등학생은 최대 150만원 대학생은 최대 200만원을 지원하는 장학사업입니다."
1306,3398,제주삼다수재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,60,대,550,대,제주삼다수재단에서 대학생 총 60명에게 최대 550만원을 지원하는 장학금입니다.
1307,3399,영월군,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,10,소,0,금액미정,"영월군에서 저소득가구 대학생에 대한 장학금 지원을 통해 학자금 부담을 경감시켜 저소득층 자립기반을 구축하고, 가계생활안정 및 지역인재를 지원하는 장학금입니다."
1308,3400,흥한재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,300,대,흥한재단에서 2021년 1학기 기준 2학년 재학 예정인 대학생에게 최대 300만원을 졸업 시까지 지원하는 장학금입니다.
1309,3401,아이들과미래재단,장학프로그램,0,0,0,0,0,0,0,대학생,0,0,1,0,0,0,0,0,20,중,0,금액미정,아이들과미래재단과 롯데컬처웍스에서 전국 대학교 학생을 지원하는 장학프로그램입니다.
1310,3402,시흥시인재양성재단,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,1,소,100,소,"시흥시인재양성재단에서 코로나 19 장기화에 따라, 경제적 어려움이 있는 시흥시출신 학생을 지원하는 장학금입니다."
1311,3403,서울시,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,20,중,0,금액미정,서울시에서 “서울특별시 청년기본조례”에 따라 서울거주 미취업 청년의 구직활동 및 생활안정을 지원하기 위해 시행하는 사업입니다.
1312,3404,춘향장학재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,143,대,500,대,춘향장학재단에서 꿈과 희망이 있는 지역인재 양성을 위해 남원시 출신 중·고·대학생을 지원하는 장학금입니다.
1313,3405,제주평생교육장학진흥원,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 대학원생",1,0,1,1,0,1,0,1,200,대,200,중,제주특별자치도와 (재)제주평생교육장학진흥원에서 제주의 미래를 견인해 나갈 지역사회의 젊은 인재를 지원하는 장학금입니다.
1314,3406,민족화해협력범국민협의회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,45,중,600,대,롯데장학재단(이사장 허성관)과 민족화해협력범국민협의회(대표상임의장 이종걸)에서 광복 76주년을 맞이해 독립유공자의 애국·애족정신을 기리고자 시행하는 사업입니다.
1315,3407,횡성인재육성장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,1,소,400,대,횡성인재육성장학회에서 우리군의 미래를 이끌어갈 우수인재 발굴· 육성과 애향심을 고취시켜 지역사회 발전에 기여할 인재를 지원하는 장학금입니다.
1316,3408,현대모비스,"장학금, 연수/연구장학, 취업연계/산학장학",0,0,0,0,1,1,1,대학원생,0,0,0,1,0,0,0,0,0,인원미정,0,금액미정,"현대모비스에서 연구장학생 제도를 실시해 석사, 박사과정의 우수인재를 지원하는 사업입니다."
1317,3409,구례군,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,124,대,200,중,구례군에서 21세기 지역발전을 주도할 우수인재를 지원하는 장학금입니다.
1318,3410,영월군,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,35,중,150,중,영월군에서 이반장 자녀로서 재능이 우수한 대학생에게 장학금을 지원하는 장학금입니다.
1319,3411,의정부시민장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,600,대,100,소,의정부시민장학회에서 의정부 출신 대학생 총 600명에게 최대 100만원을 지원하는 장학금입니다.
1320,3412,횡성인재육성장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,150,중,횡성인재육성장학회에서 횡성군민의 교육비 부담해소로 교육 정주여건을 개선하고 지역인재육성 및 인구 유입도모를 위해 시행하는 장학사업입니다.
1321,3413,성보장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,성보장학회에서 대학 2~4학년을 진학예정자을 지원하는 장학금입니다.
