,id,activity_name,recruit,prefer,activity_benefit,interests,fields,경영/컨설팅/마케팅,경제/금융,과학/공학/기술/IT,교육,기타,디자인/사진/예술/영상,문화/역사,뷰티/미용/화장품,사회공헌/교류,언론/미디어,여행/호텔/항공,요리/식품,유통/물류,의료/보건,정치/사회/법률,창업/자기계발,체육/헬스,콘텐츠,행사/페스티벌,환경/에너지,교통비,봉사활동시간,사은품 지급,수료증 및 인증서,실무 교육,인턴쉽 기회,입사시 혜택,전문가/임직원 멘토링,행사 참여,활동비,fields_기타,강연,기자단,마케터,멘토링,봉사단-국내,봉사단-해외,서포터즈,해외탐방-무료,해외탐방-유료,리더십,멘토링/수업 진행 경험,사진/영상/디자인 툴,외국어,우대역량_기타,취재/인터뷰/기사 경험,컴퓨터 활용능력,콘텐츠 기획/제작 경험,타 대외활동 경험,파워블로거/SNS,행사 기획 경험,휴학 중/시간 투자 가능,모집 인원,모집인원규모
5413,85570,충청남도 백제문화단지 WAYOU (와유) 기자단 1기 모집,15명,파워블로거/SNS,"활동비, 수료증 및 인증서",문화/역사,"서포터즈, 기자단",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,소
5414,85571,뷰티앱 zamface 잼플루언서 모집,0명,우대역량_기타,"활동비, 사은품 지급","뷰티/미용/화장품, 콘텐츠",서포터즈,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5415,85572,수원·경기 삼행시(삼성전자와 함께하는 행복한 수원시) 블로그 필진 17기 모집,6명,우대역량_기타,"활동비, 수료증 및 인증서",정치/사회/법률,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,소
5416,85574,2022 한중일3국협력사무국(TCS) SNS 서포터즈 모집,18명,파워블로거/SNS,"사은품 지급, 수료증 및 인증서","정치/사회/법률, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,소
5418,85586,SSAFY 8기! [삼성청년SW아카데미] 8기 모집,00명,우대역량_기타,"활동비, 전문가/임직원 멘토링",과학/공학/기술/IT,fields_기타,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5419,85593,양재종합사회복지관 서포터즈 5기 모집(추가),6명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","수료증 및 인증서, 봉사활동시간","디자인/사진/예술/영상, 콘텐츠","서포터즈, 마케터",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6,소
5420,85598,LG에너지솔루션 글로벌 대학생 크리에이터 배터리더스 모집,0명,우대역량_기타,"활동비, 실무 교육",환경/에너지,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5421,85602,위포트 홍기찬의 <직무짝짓기> 오프라인 무료특강,100명,우대역량_기타,실무 교육,교육,강연,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,중
5422,85604,2022년도 장애인정책 청년 모니터링단 모집,50명,"파워블로거/SNS, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서","정치/사회/법률, 의료/보건","fields_기타, 서포터즈",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,50,중
5423,85607,[니트청년활동지원] 지음 갭먼스 1학기_프로진로고민러 워크숍 개강!,00명,우대역량_기타,행사 참여,기타,"fields_기타, 강연",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5424,85609,경기관광공사 제11기 끼투어 기자단 모집(블로그 기자단),10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서",여행/호텔/항공,기자단,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,10,소
5425,85618,2030지역청년을 위한 멘토고남이 진로컨설팅 서포터즈 1기,30명,"파워블로거/SNS, 멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","사은품 지급, 수료증 및 인증서","교육, 경영/컨설팅/마케팅","서포터즈, 멘토링",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,30,중
5426,85619,"청년 기후행동 ""STEP-Save The Earth Planet 홍보단""",12명,"콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험","수료증 및 인증서, 봉사활동시간","환경/에너지, 사회공헌/교류","봉사단-국내, 기자단",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,12,소
5427,85623,국제청년센터 국체청년유엔 의장단&참가자 모집,00명,우대역량_기타,"행사 참여, 수료증 및 인증서","정치/사회/법률, 콘텐츠",fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5429,85629,[아시아교류협회] K-water 장학회 2022 멘토 추가모집(~4/24),20명,"멘토링/수업 진행 경험, 리더십, 휴학 중/시간 투자 가능","수료증 및 인증서, 봉사활동시간","교육, 사회공헌/교류","봉사단-국내, 멘토링",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,20,소
5430,85637,2022 한중일3국협력사무국(TCS) SNS 서포터즈 모집,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","행사 참여, 수료증 및 인증서","콘텐츠, 사회공헌/교류",서포터즈,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,99,중
5431,85641,[한국핀테크지원센터] 2022년 핀테크 인력양성 ⌜핀테크 인턴십 코스(기획인턴/개발인턴)⌟ 교육생 모집 ~5.6(금),80명,"콘텐츠 기획/제작 경험, 컴퓨터 활용능력","활동비, 인턴쉽 기회","경제/금융, 과학/공학/기술/IT","강연, 멘토링",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,80,중
5432,85648,[ 제때Jette ] 기업맞춤형 취업과정 _ 무료 취업 컨설팅 (5/17~18),00명,우대역량_기타,"실무 교육, 전문가/임직원 멘토링","경영/컨설팅/마케팅, 유통/물류","멘토링, fields_기타",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5433,85650,[휴먼아시아] UAEM 6-2기 모집,00명,우대역량_기타,"활동비, 수료증 및 인증서",사회공헌/교류,fields_기타,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5434,85655,2022년 EF코리아 마케팅 서포터즈모집!,00명,"사진/영상/디자인 툴, 외국어","활동비, 인턴쉽 기회","교육, 기타","서포터즈, 마케터",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,99,중
5435,85670,소셜취업플러스: 취업스킬 튜토리얼 면접편,36명,우대역량_기타,실무 교육,교육,fields_기타,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,중
5436,85674,2022 국경없는 공부방 기획단 차오름 2기 모집,8명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험","실무 교육, 봉사활동시간","교육, 사회공헌/교류","서포터즈, 멘토링",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8,소
5437,85686,거점2호와 함께하는 와글와글 키움가족 놀이터 행사 지원 활동 봉사단 모집,25명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","사은품 지급, 봉사활동시간","행사/페스티벌, 기타",봉사단-국내,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,25,중
5438,85687,엑센트리로켓단 8기(LEVEL-X) 액셀러레이팅 참여기업 모집,00명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 리더십, 타 대외활동 경험","전문가/임직원 멘토링, 행사 참여","과학/공학/기술/IT, 창업/자기계발","멘토링, fields_기타",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,99,중
5439,85692,KF 문화관광상품개발 팸투어 참가자 모집,15명,"파워블로거/SNS, 콘텐츠 기획/제작 경험","활동비, 교통비","여행/호텔/항공, 사회공헌/교류",해외탐방-유료,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,15,소
5440,85709,[삼성생명] 2022년 여름방학 금융영업전문가 과정 18기 대외활동 모집( ~ 2022년 5월 27일 서류 접수 마감),50명,"휴학 중/시간 투자 가능, 타 대외활동 경험","전문가/임직원 멘토링, 수료증 및 인증서","경제/금융, 경영/컨설팅/마케팅","강연, 멘토링",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,중
5441,85727,응원의 목소리를 높일 드림서포터 와 드림메이커 모집,0명,우대역량_기타,전문가/임직원 멘토링,"정치/사회/법률, 기타",서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5442,85728,철도경제신문 제2기 시민기자단 모집,00명,우대역량_기타,"활동비, 수료증 및 인증서","언론/미디어, 정치/사회/법률","기자단, 서포터즈",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5443,85730,체리플 서포터즈 체리니 1기 모집,0명,파워블로거/SNS,"활동비, 사은품 지급",뷰티/미용/화장품,서포터즈,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
5444,85731,2022년도 식생활교육 홍보 FENNY 5기 서포터즈 모집,30명,우대역량_기타,"활동비, 수료증 및 인증서","요리/식품, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,중
5445,85733,2022 미디어콘텐츠제작지원 똑똑크리에이터 모집,0명,우대역량_기타,활동비,"언론/미디어, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5446,85735,국토교통부 2022 용산공원 청년크리에이터 3기 모집,20명,우대역량_기타,"활동비, 전문가/임직원 멘토링","정치/사회/법률, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,소
5447,85736,2022년 강북구청소년어울림마당 기획단 모집,10명,우대역량_기타,"수료증 및 인증서, 봉사활동시간",행사/페스티벌,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,소
5449,85739,2022 고양어린이박물관 축제 자원봉사 모집,0명,우대역량_기타,봉사활동시간,"행사/페스티벌, 사회공헌/교류",봉사단-국내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5450,85749,[서울시립청소년미디어센터] 소셜살롱 5월 대외 활동 참여 모집,10명,"파워블로거/SNS, 타 대외활동 경험","행사 참여, 수료증 및 인증서",기타,fields_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,소
5451,85759,[무료 오픽체험단] 토커비 오픽 인강 체험단 모집(~5/1),00명,우대역량_기타,사은품 지급,기타,fields_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5452,85765,[플레이블] Greener :: 환경 교육용 방탈출 게임 개발자 양성과정,20명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 리더십","전문가/임직원 멘토링, 입사시 혜택","교육, 환경/에너지","강연, fields_기타",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,20,소
5453,85766,제19회 에너지의 날 <별빛지기>를 모십니다~!,00명,"콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 환경/에너지",서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,99,중
5454,85771,에너지 job go! 6기 모집,40명,우대역량_기타,"전문가/임직원 멘토링, 수료증 및 인증서",환경/에너지,fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,중
5455,85787,"맨담코리아 비페스타 서포터즈 <뷰티스타> 5,6기 모집",40명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 사은품 지급",뷰티/미용/화장품,서포터즈,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,40,중
5456,85796,[인천문화재단] 시작공간 일부 <청년동네탐구생활> 참여자 모집(~5/5),00명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 행사 참여","디자인/사진/예술/영상, 콘텐츠","마케터, 기자단",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,99,중
5457,85797,2022 TFY(Teach For Yeonsu) 청소년 '글로벌 멘토링' 프로그램 멘토 모집,00명,"멘토링/수업 진행 경험, 외국어","활동비, 수료증 및 인증서","문화/역사, 교육",멘토링,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,99,중
5458,85798,2022년 삼성전자와 함께하는 직무 멘토링(5월),5명,우대역량_기타,"실무 교육, 전문가/임직원 멘토링",기타,"fields_기타, 멘토링",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,소
5459,85802,"[인재양성 HR연구소] 전기차 배터리 공정실무 2기 (5/8,일 ~ 5/9,월)",50명,우대역량_기타,"실무 교육, 행사 참여","교육, 환경/에너지","멘토링, 강연",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,중
5460,85807,KOCCA 콘텐츠문화광장 온라인 서포터즈 모집(~4.28),10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서","행사/페스티벌, 디자인/사진/예술/영상","서포터즈, fields_기타",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,10,소
5461,85809,[고용노동부] 리얼 회사에 입사한 것 처럼 실무경험을?! 컨셉에 제대로 몰입 할 예비 마케터 구합니다. 미니컴퍼니 C 모집 중 (~5/8),30명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험","실무 교육, 수료증 및 인증서","경영/컨설팅/마케팅, 콘텐츠","마케터, 멘토링",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,30,중
5463,85818,Y.R. 프로젝트(Youth AR) 청소년 활동단 모집,10명,취재/인터뷰/기사 경험,"수료증 및 인증서, 봉사활동시간","과학/공학/기술/IT, 사회공헌/교류","봉사단-해외, 봉사단-국내",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,소
5464,85837,2022 국내청년의 해외진출 지원을 위한 ON-LINE 콘서트,00명,"멘토링/수업 진행 경험, 외국어, 리더십, 행사 기획 경험","전문가/임직원 멘토링, 인턴쉽 기회","교육, 창업/자기계발","강연, 멘토링",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,99,중
5465,85871,제15기 어린이법제관 온라인 발대식 및 토론마당 자원봉사자 모집,14명,우대역량_기타,"교통비, 봉사활동시간","정치/사회/법률, 사회공헌/교류",봉사단-국내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,소
5466,85872,제 26회 부천국제판타스틱영화제 자원활동가 비판 히어로즈 모집,0명,우대역량_기타,"교통비, 봉사활동시간",디자인/사진/예술/영상,봉사단-국내,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5467,85873,2022 서울노인복지센터 자원봉사자 모집,20명,우대역량_기타,"수료증 및 인증서, 봉사활동시간","정치/사회/법률, 기타",봉사단-국내,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,소
5468,85874,2022 포토매틱 앰배서더 모집,9명,우대역량_기타,사은품 지급,"디자인/사진/예술/영상, 콘텐츠",서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5469,85875,2022 아시안 리더십 콘퍼런스 서포터즈 모집,0명,우대역량_기타,"사은품 지급, 수료증 및 인증서",콘텐츠,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5470,85876,2022 대전 푸른나래 봉사단원 모집,0명,우대역량_기타,"수료증 및 인증서, 봉사활동시간",사회공헌/교류,봉사단-국내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5471,85877,관악구가족센터 2022년 다문화가족 자녀 멘토링사업 멘토 모집,10명,우대역량_기타,활동비,사회공헌/교류,"서포터즈, 멘토링",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,소
5472,85878,[부산 바다 SOS랩] 3기 시민연구반 및 시민기자단 모집,48명,우대역량_기타,"활동비, 수료증 및 인증서",기타,"기자단, fields_기타",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,중
5473,85883,2022 WISET 글로벌 크로스 멘토링 멘티 모집(~4/24),70명,"멘토링/수업 진행 경험, 외국어, 휴학 중/시간 투자 가능","전문가/임직원 멘토링, 행사 참여","과학/공학/기술/IT, 기타",멘토링,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,70,중
5474,85885,[강릉종합사회복지관] 마을변화 프로젝트 기획단 모집(모집연장),7명,"콘텐츠 기획/제작 경험, 리더십, 타 대외활동 경험, 행사 기획 경험","수료증 및 인증서, 봉사활동시간",사회공헌/교류,"서포터즈, 봉사단-국내",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,7,소
5475,85888,예비의료인 생명나눔 교육 수강생 모집,00명,우대역량_기타,전문가/임직원 멘토링,교육,fields_기타,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5476,85897,여가지원 '취미로 부업까지' 상반기 프로그램,00명,우대역량_기타,행사 참여,"디자인/사진/예술/영상, 창업/자기계발","fields_기타, 강연",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5477,85898,2022 1:1 맞춤형 진로설계 컨설팅 3기 신청자 모집,10명,우대역량_기타,전문가/임직원 멘토링,"창업/자기계발, 기타","강연, 멘토링",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,소
5478,85900,EBS(고등)멘토링 온라인 멘토 모집,00명,멘토링/수업 진행 경험,수료증 및 인증서,교육,멘토링,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,중
5479,85902,EBS 멘토링 추가 모집,00명,멘토링/수업 진행 경험,수료증 및 인증서,교육,멘토링,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,중
5480,85912,6기 해양수산과학기술 청년 크리에이터를 모집합니다.,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서","과학/공학/기술/IT, 환경/에너지","서포터즈, 기자단",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,10,소
