,id,activity_name,recruit,prefer,activity_benefit,interests,fields,경영/컨설팅/마케팅,경제/금융,과학/공학/기술/IT,교육,기타,디자인/사진/예술/영상,문화/역사,뷰티/미용/화장품,사회공헌/교류,언론/미디어,여행/호텔/항공,요리/식품,유통/물류,의료/보건,정치/사회/법률,창업/자기계발,체육/헬스,콘텐츠,행사/페스티벌,환경/에너지,교통비,봉사활동시간,사은품 지급,수료증 및 인증서,실무 교육,인턴쉽 기회,입사시 혜택,전문가/임직원 멘토링,행사 참여,활동비,fields_기타,강연,기자단,마케터,멘토링,봉사단-국내,봉사단-해외,서포터즈,해외탐방-무료,해외탐방-유료,리더십,멘토링/수업 진행 경험,사진/영상/디자인 툴,외국어,우대역량_기타,취재/인터뷰/기사 경험,컴퓨터 활용능력,콘텐츠 기획/제작 경험,타 대외활동 경험,파워블로거/SNS,행사 기획 경험,휴학 중/시간 투자 가능,모집 인원,모집인원규모
5348,85274,엔지닉 2차전지 빡공스터디 12기,200명,우대역량_기타,"사은품 지급, 실무 교육","교육, 과학/공학/기술/IT","멘토링, fields_기타",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,대
5349,85277,2022 ALC 서포터즈 모집,00명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험","행사 참여, 수료증 및 인증서","언론/미디어, 경영/컨설팅/마케팅","서포터즈, 강연",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,99,중
5350,85279,2022년 GN월드투어 2기 모집(~30),30명,휴학 중/시간 투자 가능,수료증 및 인증서,"행사/페스티벌, 사회공헌/교류",강연,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,중
5351,85281,[DB] 60회 대학생 온라인 기업경영 체험스쿨 참가자 모집,120명,리더십,"활동비, 사은품 지급","경영/컨설팅/마케팅, 창업/자기계발","fields_기타, 강연",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,대
5352,85285,2022년 환자안전 서포터즈 (Speakers) 모집,30명,콘텐츠 기획/제작 경험,"활동비, 수료증 및 인증서",디자인/사진/예술/영상,서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,중
5353,85289,"AI를 활용한 디지털 휴먼 응용 교육 (ZWrap, MAYA, ZBrush 활용)",15명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험","실무 교육, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠","강연, fields_기타",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,15,소
5354,85290,[현직자직무캠프] IT·데이터 분야 대기업 현직자와 함께하는 루키들의 직무캠프 4기: 영업편,15명,타 대외활동 경험,"실무 교육, 전문가/임직원 멘토링","교육, 창업/자기계발","멘토링, 강연",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,소
5355,85298,[ddobook] 또북 서비스를 체험하고 평가해주실 선생님을 모집합니다!,20명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능",활동비,"교육, 기타","fields_기타, 서포터즈",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,소
5356,85305,[KB금융그룹] 1학기 KB국민은행 대학생 디지털 서포터즈,000명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능","활동비, 인턴쉽 기회",경제/금융,서포터즈,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,999,대
5357,85306,"청년구술생애사 구술청년, 서술청년 모집!!!",16명,"취재/인터뷰/기사 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","사은품 지급, 행사 참여","언론/미디어, 교육","멘토링, fields_기타",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,16,소
5358,85310,ESG 제품 개발 리빙랩하우스 펀딩캠프 4기 모집!,9명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","활동비, 실무 교육","창업/자기계발, 사회공헌/교류","멘토링, 서포터즈",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,9,소
5359,85315,공간인지 음향의 온·오프라인 송출과 센서 활용 음성이동,15명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험","실무 교육, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠","강연, fields_기타",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,15,소
5360,85320,한국고용노동교육원 켈리서포터즈 1기 모집,0명,파워블로거/SNS,수료증 및 인증서,"사회공헌/교류, 기타",서포터즈,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
5361,85323,[부산관광공사] 2022 관광인재육성과정「슬기로운 취준생활」참가자 모집,200명,우대역량_기타,"수료증 및 인증서, 인턴쉽 기회","여행/호텔/항공, 경영/컨설팅/마케팅","강연, 멘토링",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,대
5362,85324,2022년 여성청년 글로벌 평화리더십 프로그램,50명,리더십,"행사 참여, 수료증 및 인증서","정치/사회/법률, 환경/에너지",강연,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,중
5363,85329,제9기 생태관광 영리더스클럽,28명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험","활동비, 수료증 및 인증서","여행/호텔/항공, 환경/에너지","서포터즈, 마케터",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,28,중
5364,85334,[국립중앙도서관] 청년 직장인을 위한 디지털 마케팅 아카데미 (~4/29),30명,우대역량_기타,실무 교육,경영/컨설팅/마케팅,강연,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,중
5365,85336,오디오 크리에이터 름프렌즈 1기 모집,00명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 타 대외활동 경험","활동비, 수료증 및 인증서","디자인/사진/예술/영상, 콘텐츠","서포터즈, fields_기타",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,99,중
5366,85341,2022년 문화가 있는 날 <청춘마이크> 인천권 - 홍보 서포터즈 모집,10명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 타 대외활동 경험","활동비, 수료증 및 인증서","문화/역사, 행사/페스티벌","서포터즈, 기자단",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,10,소
5367,85343,빵 주는 마라톤 <<빵빵런2022>>,00명,우대역량_기타,사은품 지급,"행사/페스티벌, 체육/헬스",fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5368,85346,22티가든멘토 모집!!,00명,멘토링/수업 진행 경험,활동비,교육,멘토링,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,중
5369,85362,[EY한영-JA Korea] Growth to Professional 대학생 참가자 모집,00명,우대역량_기타,"전문가/임직원 멘토링, 수료증 및 인증서","경제/금융, 경영/컨설팅/마케팅","멘토링, 강연",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5370,85365,질바이질스튜어트 서포터즈 1기 모집,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 사은품 지급","디자인/사진/예술/영상, 콘텐츠",서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,99,중
5371,85367,[WEPLAYWEWORK 22th] 금융인의 블루스,00명,리더십,"실무 교육, 수료증 및 인증서",경제/금융,강연,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,중
5372,85368,zamface 잼플루언서 모집,0명,파워블로거/SNS,"활동비, 수료증 및 인증서","뷰티/미용/화장품, 콘텐츠","서포터즈, 마케터",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
5373,85369,[국립중앙도서관] 1인 미디어 아카데미 ‹북튜버 양성과정 입문반›,16명,사진/영상/디자인 툴,실무 교육,"언론/미디어, 디자인/사진/예술/영상","서포터즈, 강연",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,소
5374,85370,2022 경기도 청정계곡 기자단 모집,30명,파워블로거/SNS,"활동비, 수료증 및 인증서","언론/미디어, 기타","서포터즈, 기자단",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,중
5375,85371,삼성생명 금융영업전문가과정 18기 모집공고,00명,우대역량_기타,"전문가/임직원 멘토링, 수료증 및 인증서","교육, 경제/금융","멘토링, 강연",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5376,85373,2022 울산권역심뇌혈관질환센터 서포터즈 모집,10명,"파워블로거/SNS, 사진/영상/디자인 툴","사은품 지급, 봉사활동시간",의료/보건,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,소
5377,85374,폴라초이스 공식 서포터즈 폴라메이트 2기 모집,0명,우대역량_기타,"활동비, 사은품 지급",뷰티/미용/화장품,서포터즈,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5378,85375,일러스트코리아 1기 서포터즈 일코즈 모집,20명,파워블로거/SNS,사은품 지급,디자인/사진/예술/영상,서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,소
5379,85377,도봉문화원 문화路 잇는 도봉옛길 참여 예술상단(시각예술분야) 모집,0명,우대역량_기타,"활동비, 봉사활동시간",디자인/사진/예술/영상,서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5381,85381,제17회 부산국제매직페스티벌 BIMFUS 3기 서포터즈 모집,0명,파워블로거/SNS,수료증 및 인증서,"행사/페스티벌, 디자인/사진/예술/영상",서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
5382,85383,2022 대학생 제품안전 홍보단(제3기 제품안전지킴이) 모집,50명,파워블로거/SNS,활동비,"과학/공학/기술/IT, 기타",서포터즈,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,중
5383,85389,제10회 서울국제어린이영화제 어린이 심사위원단 모집,0명,우대역량_기타,사은품 지급,"디자인/사진/예술/영상, 기타",서포터즈,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5384,85391,2022 한국광고아카데미 7기 모집,50명,"멘토링/수업 진행 경험, 리더십","활동비, 인턴쉽 기회","교육, 창업/자기계발","강연, 멘토링",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50,중
5385,85402,"용산공원을 만드는 아이디어, 청년 크리에이터 3기 모집 (~5/15)",20명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","전문가/임직원 멘토링, 수료증 및 인증서","문화/역사, 콘텐츠","서포터즈, 기자단",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,20,소
5386,85406,4.22. ‘지구의 날’ 메타버스 행사,500명,우대역량_기타,행사 참여,"환경/에너지, 사회공헌/교류","서포터즈, fields_기타",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,대
5387,85435,대안적인 삶을 탐구하는 로컬청년X퍼머컬처 2박3일 캠프 모집!,15명,"휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","행사 참여, 수료증 및 인증서","행사/페스티벌, 환경/에너지","서포터즈, 봉사단-국내",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15,소
5388,85439,2022년도 지역주도형 청년일자리사업 ﻿「혁신성장형 풀스택 웹 개발자 양성사업」 청년 참여자 모집,00명,우대역량_기타,"활동비, 실무 교육","교육, 과학/공학/기술/IT","서포터즈, fields_기타",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5389,85441,[아이스크림미디어] <학습격차를 줄이는 수업 레시피> 서평단 모집,10명,"파워블로거/SNS, 타 대외활동 경험",사은품 지급,교육,"서포터즈, fields_기타",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,소
5390,85443,MODAFE 2022 (제41회 국제현대무용제) 서포터즈 5기 추가모집,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서","행사/페스티벌, 디자인/사진/예술/영상","서포터즈, 기자단",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,9,소
5391,85449,[모집] 2022년 서울시자원봉사센터 V세상 단체 활동 공모 지원사업,0명,"콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","활동비, 실무 교육","환경/에너지, 사회공헌/교류",봉사단-국내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,9,소
5392,85461,2022년 ICT멘토링 서포터즈 JOB파고 3기 모집,0명,콘텐츠 기획/제작 경험,"활동비, 수료증 및 인증서","행사/페스티벌, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,소
5393,85471,2022 왓에버 프로젝트 청년 단체 모집 (~4.24),00명,우대역량_기타,"활동비, 전문가/임직원 멘토링","창업/자기계발, 사회공헌/교류","봉사단-국내, 멘토링",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5394,85472,[한국과학창의재단] 2022사이언스프렌즈2기 모집 (~04.20),0명,파워블로거/SNS,"활동비, 수료증 및 인증서",과학/공학/기술/IT,서포터즈,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
5395,85481,구립서초유스센터 [청소년 상시 공간 : 메타 스페이스] 자원봉사자 모집,00명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","수료증 및 인증서, 봉사활동시간",교육,봉사단-국내,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,중
5396,85482,[고용노동부] 현직 디자이너와 함께 UI/UX 기획안 포트폴리오 만들고 싶은사람! 10일동안 몰입할 준비만 해오십시오. (~5/2),30명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","실무 교육, 전문가/임직원 멘토링","디자인/사진/예술/영상, 콘텐츠","강연, 멘토링",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,30,중
5397,85483,사례뉴스 학생기자 4기 모집,0명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서","언론/미디어, 경영/컨설팅/마케팅",기자단,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,9,소
5398,85484,[국비무료] 클라우드 기반 인공지능 시스템 구축실무과정 4기,24명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험","전문가/임직원 멘토링, 수료증 및 인증서","교육, 과학/공학/기술/IT","강연, 멘토링",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,24,중
5399,85490,2022 전자파 인식 개선 서포터즈 모집,0명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험","활동비, 사은품 지급",콘텐츠,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,9,소
5400,85505,국제청년센터 부산지부 ’멘토멘티’ 유학생 멘티 모집,5명,외국어,"활동비, 행사 참여","문화/역사, 교육",멘토링,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,소
5401,85506,서울청년센터 광진 오랑 환경축제 서포터즈<쓰리리 S2 서포터즈> 모집,8명,행사 기획 경험,"활동비, 수료증 및 인증서","행사/페스티벌, 환경/에너지","서포터즈, fields_기타",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,소
5402,85507,[오픈놀] 이제 곧 상반기 채용! 일찍 일어나서 취업 준비하자! RESAT 아침형 인간 되기 9기 모집(~04/29),50명,우대역량_기타,수료증 및 인증서,"콘텐츠, 기타","멘토링, fields_기타",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,중
5403,85510,[마포구][1인]셀프 집수리 참여자 모집,13명,타 대외활동 경험,실무 교육,"교육, 창업/자기계발","fields_기타, 강연",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,소
5404,85512,협찬받고 호캉스갈 체리플 서포터즈 1기 모집합니다!,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 사은품 지급","뷰티/미용/화장품, 콘텐츠","서포터즈, 마케터",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9,소
5405,85514,국제청년센터 부산지부 ’멘토멘티’ 대학생 멘토 모집,3명,멘토링/수업 진행 경험,"활동비, 수료증 및 인증서","문화/역사, 교육","봉사단-국내, 멘토링",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,소
5406,85516,제12회 넷마블 게임콘서트,00명,우대역량_기타,행사 참여,"행사/페스티벌, 과학/공학/기술/IT",강연,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5407,85517,"조인어스코리아 독점공개!-현직 현직 촬영감독의 촬영, 영상, 조명꿀팁 대방출 !",00명,우대역량_기타,"실무 교육, 행사 참여","디자인/사진/예술/영상, 콘텐츠",강연,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
5408,85518,[마포청년나루- 취업특강] 취업 합격률을 높여주는 면접 특강 참가자 모집,0명,우대역량_기타,"실무 교육, 행사 참여","교육, 창업/자기계발",강연,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
5409,85562,2022 지역사회 전통시장 활성화 프로젝트 기획단 모집,10명,우대역량_기타,"전문가/임직원 멘토링, 봉사활동시간","디자인/사진/예술/영상, 정치/사회/법률",봉사단-국내,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,소
5410,85564,2022년도 장애인정책 청년 모니터링단 모집,50명,우대역량_기타,수료증 및 인증서,정치/사회/법률,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,중
5411,85566,2022 울산국제아트페어(UiAF2022) 서포터즈 모집,30명,우대역량_기타,사은품 지급,행사/페스티벌,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,중
5412,85569,2022 공익콘텐츠 제작단 모집,20명,우대역량_기타,"활동비, 전문가/임직원 멘토링",정치/사회/법률,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,소
